file,rating,base_bias,play_count,artist,album,title,disc,track,duration,year
Omnitica - Omniverse/01  First Encounter with the Omnitician.mp3,10,1,1,Omnitica,Omniverse,First Encounter with the Omnitician,,1,135.768,2014
Omnitica - Omniverse/02  Omniverse.mp3,8,1,0,Omnitica,Omniverse,Omniverse,,2,208.656,2014
Omnitica - Omniverse/03  Digital World.mp3,7,1,0,Omnitica,Omniverse,Digital World,,3,210.624,2014
Omnitica - Omniverse/04  Kanjo Bazzooie.mp3,7,1,0,Omnitica,Omniverse,Kanjo Bazzooie,,4,213.648,2014
Omnitica - Omniverse/05  Will of Fire.mp3,8,1,0,Omnitica,Omniverse,Will of Fire,,5,322.536,2014
Omnitica - Omniverse/06  I'm being Reelistic.mp3,10,1,1,Omnitica,Omniverse,I'm being Reelistic,,6,230.64,2014
Omnitica - Second Wind/01  Second Wind.mp3,7,1,0,Omnitica,Second Wind,Omnitica - Second Wind,,1,356.304,2023
Omnitica - Second Wind/02  Space Bard.mp3,8,1,0,Omnitica,Second Wind,Omnitica - Space Bard,,1,301.416,2023
One Dreamer - OST/22 - LOVE IS BLIND.mp3,4,1,0,Ben Yusuf Quinn,One Dreamer Bonus Tracks,LOVE IS BLIND,,1,111.046,2022
One Dreamer - OST/23 - DANCE DANCE DREAMER.mp3,3,1,0,Ben Yusuf Quinn,One Dreamer Bonus Tracks,DANCE DANCE DREAMER,,2,96.026,2022
One Dreamer - OST/24 - CHAEL'S THEME.mp3,5,1,0,Ben Yusuf Quinn,One Dreamer Bonus Tracks,CHAEL'S THEME,,3,49.658,2022
One Dreamer - OST/25 - WATER.mp3,5,1,0,Ben Yusuf Quinn,One Dreamer Bonus Tracks,WATER,,4,59.402,2022
One Dreamer - OST/26 - IMMIGRANT.mp3,4,1,0,Ben Yusuf Quinn,One Dreamer Bonus Tracks,IMMIGRANT,,5,90.044,2022
One Dreamer - OST/27 - MOVING ON.mp3,6,1,0,Johannes Johannson,One Dreamer Bonus Tracks,MOVING ON,,6,166.034,2022
One Dreamer - OST/28 - FLOATING DREAM.mp3,5,1,1,Ben Yusuf Quinn,One Dreamer Bonus Tracks,FLOATING DREAM,,7,90.044,2022
One Dreamer - OST/29 - SHORELINE.mp3,5,1,0,Ben Yusuf Quinn,One Dreamer Bonus Tracks,SHORELINE,,8,126.537,2022
One Dreamer - OST/01 - IT'S OKAY.mp3,5,1,0,Ben Yusuf Quinn,One Dreamer OST,IT'S OKAY,,1,98.533,2022
One Dreamer - OST/02 - YOU'RE NOT ALONE.mp3,4,1,0,Ben Yusuf Quinn,One Dreamer OST,YOU'RE NOT ALONE,,2,195.343,2022
One Dreamer - OST/03 - OLD MEMORIES.mp3,4,1,0,Ben Yusuf Quinn,One Dreamer OST,OLD MEMORIES,,3,103.183,2022
One Dreamer - OST/04 - YOU'D RATHER LET GO.mp3,5,1,0,Ben Yusuf Quinn,One Dreamer OST,YOU'D RATHER LET GO,,4,154.409,2022
One Dreamer - OST/05 - NEW BEGINNINGS.mp3,4,1,0,Ben Yusuf Quinn,One Dreamer OST,NEW BEGINNINGS,,5,98.168,2022
One Dreamer - OST/06 - CAN BE SO NICE.mp3,5,0.0,0,Ben Yusuf Quinn,One Dreamer OST,CAN BE SO NICE,,6,152.555,2022
One Dreamer - OST/07 - IT'S UP TO YOU.mp3,5,1,0,Ben Yusuf Quinn,One Dreamer OST,IT'S UP TO YOU,,7,202.788,2022
One Dreamer - OST/10 - SUNSHINE.mp3,5,1,0,"Ben Yusuf Quinn, Johanne Johannson",One Dreamer OST,SUNSHINE,,10,77.296,2022
One Dreamer - OST/11 - NOTHING IS PROMISED.mp3,5,1,0,Ben Yusuf Quinn,One Dreamer OST,NOTHING IS PROMISED,,11,166.426,2022
One Dreamer - OST/12 - TAKE IT IN.mp3,5,1,0,Ben Yusuf Quinn,One Dreamer OST,TAKE IT IN,,12,67.03,2022
One Dreamer - OST/13 - EVERYTHING IS HERE.mp3,5,1,0,Ben Yusuf Quinn,One Dreamer OST,EVERYTHING IS HERE,,13,142.55,2022
One Dreamer - OST/14 - WHATEVER HAPPENS.mp3,4,1,0,Ben Yusuf Quinn,One Dreamer OST,WHATEVER HAPPENS,,14,113.528,2022
One Dreamer - OST/15 - ALWAYS.mp3,5,0.8,0,Ben Yusuf Quinn,One Dreamer OST,ALWAYS,,15,281.338,2022
One Dreamer - OST/16 - MOVE FORWARD.mp3,5,1,0,"Ben Yusuf Quinn, Johanne Johannson",One Dreamer OST,MOVE FORWARD,,16,67.291,2022
One Dreamer - OST/17 - DO WHAT YOU LOVE.mp3,7,1,0,"Ben Yusuf Quinn, Johanne Johannson",One Dreamer OST,DO WHAT YOU LOVE,,17,184.607,2022
One Dreamer - OST/18 - BE YOURSELF.mp3,5,1,0,Ben Yusuf Quinn,One Dreamer OST,BE YOURSELF,,18,116.636,2022
One Dreamer - OST/19 - PAST PRESENT FUTURE.mp3,5,1,0,Ben Yusuf Quinn,One Dreamer OST,PAST PRESENT FUTURE,,19,130.532,2022
One Dreamer - OST/20 - DON'T BE AFRAID.mp3,5,0.6,0,Ben Yusuf Quinn,One Dreamer OST,DON'T BE AFRAID,,20,174.419,2022
One Dreamer - OST/21 - PARADISE IS WAITING.mp3,4,1,0,Ben Yusuf Quinn,One Dreamer OST,PARADISE IS WAITING,,21,131.343,2022
One Dreamer - OST/09 - RAIN.mp3,2,1,0,Silk Village,Rain,RAIN,,9,201.064,2022
One Dreamer - OST/08 - TWO LIVES.mp3,3,1,0,Silk Village,Two Lives,TWO LIVES,,8,197.041,2022
Onefin - Junior Vibes (2018)/01  R.mp3,7,1,0,Onefin,Junior Vibes (2018),R,,1,185.626,2022
Onefin - Junior Vibes (2018)/02  Wakeboarding Butterflies.mp3,8,1,0,Onefin,Junior Vibes (2018),Wakeboarding Butterflies,,2,255.059,2022
Onefin - Junior Vibes (2018)/03  Ode to Lille.mp3,6,1,0,Onefin,Junior Vibes (2018),Ode to Lille,,3,215.875,2022
Onefin - Junior Vibes (2018)/04  Aeolia.mp3,7,1,1,Onefin,Junior Vibes (2018),Aeolia,,4,337.345,2022
Onefin - Junior Vibes (2018)/05  Miyolophone + Onefin - Ivory Dance.mp3,8,1,1,Onefin,Junior Vibes (2018),Miyolophone + Onefin - Ivory Dance,,5,175.203,2022
Onefin - Junior Vibes (2018)/06  Song in a Minute.mp3,5,1,0,Onefin,Junior Vibes (2018),Song in a Minute,,6,60.081,2022
Onefin - Places From My Dreams/01  In Seams.mp3,7,1,0,Onefin,Places From My Dreams,In Seams,,1,140.773,2023
Onefin - Places From My Dreams/02  Bumble Fair.mp3,9,1,0,Onefin,Places From My Dreams,Bumble Fair,,2,311.823,2023
Onefin - Places From My Dreams/03  Alta Cove.mp3,8,1,1,Onefin,Places From My Dreams,Alta Cove,,3,380.264,2023
Onefin - Places From My Dreams/04  Vengeant Heights.mp3,9,1,0,Onefin,Places From My Dreams,Vengeant Heights,,4,332.591,2023
Onefin - Places From My Dreams/05  Snail Lounge.mp3,6,1,0,Onefin,Places From My Dreams,Snail Lounge,,5,133.485,2023
Onefin - Places From My Dreams/06  Procedurally Generated Jumping Ball Land.mp3,8,1,0,Onefin,Places From My Dreams,Procedurally Generated Jumping Ball Land,,6,206.367,2023
Onefin - Places From My Dreams/07  Rubic Desert.mp3,7,1,0,Onefin,Places From My Dreams,Rubic Desert,,7,317.727,2023
Onefin - Places From My Dreams/08  Blackwing Gales.mp3,8,1,2,Onefin,Places From My Dreams,Blackwing Gales,,8,363.467,2023
Onefin - Places From My Dreams/09  Worlds End.mp3,8,1,0,Onefin,Places From My Dreams,Worlds End,,9,379.297,2023
Onefin - Places From My Dreams/10  In Dreams.mp3,7,1,1,Onefin,Places From My Dreams,In Dreams,,10,183.196,2023
"Onefin - Singles/BilliumMoto + Onefin - Stele, Prophecized.mp3",9,1,0,BilliumMoto + Onefin,"Stele, Prophecized","Stele, Prophecized",,,444.421,2022
Onefin - Sub String OST/01   Listen For Your Call  (ft. Oncill).mp3,6,1,1,Onefin,Sub String OST,"""Listen For Your Call"" (ft. Oncill)",,1,66.533,2021
Onefin - Sub String OST/02  Lost and Found.mp3,7,1,0,Onefin,Sub String OST,Lost and Found,,2,118.36,2021
Onefin - Sub String OST/03  Safe and Sound.mp3,7,1,0,Onefin,Sub String OST,Safe and Sound,,3,68.937,2021
Onefin - Sub String OST/04  Coming Round.mp3,7,1,1,Onefin,Sub String OST,Coming Round,,4,150.047,2021
Onefin - wildlyHandwaving EP/01  wildlyHandwaving.mp3,7,1,0,Onefin,wildlyHandwaving EP,wildlyHandwaving,,1,178.991,2024
Onefin - wildlyHandwaving EP/02  widelyHeartwavering.mp3,7,1,0,Onefin,wildlyHandwaving EP,widelyHeartwavering,,2,116.61,2024
Onefin - Zonadir/01  Zo.mp3,8,1,0,Onefin,Zonadir,Zo,,1,218.017,2020
Onefin - Zonadir/02  Nadir.mp3,8,1,0,Onefin,Zonadir,Nadir,,2,302.001,2020
Oneshot  - Solstice/01  Prelude.mp3,5,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Prelude,,1,33.175,2017
Oneshot  - Solstice/02  Deep Mines.mp3,4,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Deep Mines,,2,135.366,2017
Oneshot  - Solstice/03  Vestige.mp3,3,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Vestige,,3,82.128,2017
Oneshot  - Solstice/04  Sonder (extended).mp3,5,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Sonder (extended),,4,145.554,2017
Oneshot  - Solstice/05  Out of Protocol.mp3,3,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Out of Protocol,,5,90.383,2017
Oneshot  - Solstice/06  Panic.mp3,4,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Panic,,6,42.501,2017
Oneshot  - Solstice/07  Collapse.mp3,5,1,1,Nightmargin,Oneshot: Solstice Soundtrack,Collapse,,7,64.522,2017
Oneshot  - Solstice/08  Navigate (extended).mp3,4,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Navigate (extended),,8,213.916,2017
Oneshot  - Solstice/09  The First Universe.mp3,4,1,0,Nightmargin,Oneshot: Solstice Soundtrack,The First Universe,,9,168.019,2017
Oneshot  - Solstice/10  Aviator.mp3,4,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Aviator,,10,77.505,2017
Oneshot  - Solstice/11  Eleventh Hour.mp3,5,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Eleventh Hour,,11,192.0,2017
Oneshot  - Solstice/12  Rue.mp3,5,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Rue,,12,146.573,2017
Oneshot  - Solstice/13  The Author.mp3,4,1,0,Nightmargin,Oneshot: Solstice Soundtrack,The Author,,13,89.286,2017
Oneshot  - Solstice/14  The World Machine.mp3,4,1,0,Nightmargin,Oneshot: Solstice Soundtrack,The World Machine,,14,120.058,2017
Oneshot  - Solstice/15  Encounter.mp3,5,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Encounter,,15,135.418,2017
Oneshot  - Solstice/16  Solstice.mp3,5,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Solstice,,16,168.124,2017
Oneshot  - Solstice/17  Sunrise.mp3,4,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Sunrise,,17,90.044,2017
Oneshot  - Solstice/18  In Memory.mp3,6,0.5,0,Nightmargin,Oneshot: Solstice Soundtrack,In Memory,,18,94.197,2017
Oneshot  - Solstice/19  ==[Epilogue]==.mp3,2,1,0,Nightmargin,Oneshot: Solstice Soundtrack,==[Epilogue]==,,19,11.284,2017
Oneshot  - Solstice/20  Homesick.mp3,5,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Homesick,,20,109.949,2017
Oneshot  - Solstice/21  Inventory.mp3,3,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Inventory,,21,62.824,2017
Oneshot  - Solstice/22  Simpler Secrets.mp3,4,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Simpler Secrets,,22,73.586,2017
Oneshot  - Solstice/23  First Flight.mp3,3,1,0,Nightmargin,Oneshot: Solstice Soundtrack,First Flight,,23,60.447,2017
Oneshot  - Solstice/24  The Simulation.mp3,4,1,0,Nightmargin,Oneshot: Solstice Soundtrack,The Simulation,,24,231.444,2017
Oneshot  - Solstice/25  Ghost in the Machine.mp3,5,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Ghost in the Machine,,25,149.968,2017
Oneshot  - Solstice/26  Happily Ever After.mp3,5,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Happily Ever After,,26,106.736,2017
Oneshot  - Solstice/27  Niko's theme.mp3,3,1,0,Nightmargin,Oneshot: Solstice Soundtrack,Niko's theme,,27,62.641,2017
OneShot - OST/01  My Burden Is Light.mp3,4,1,0,Nightmargin,OneShot Soundtrack,My Burden Is Light,,1,115.304,2016
OneShot - OST/02  Someplace I Know.mp3,4,1,0,Nightmargin,OneShot Soundtrack,Someplace I Know,,2,178.808,2016
OneShot - OST/03  Puzzle Solved.mp3,2,1,0,Nightmargin,OneShot Soundtrack,Puzzle Solved,,3,10.527,2016
OneShot - OST/04  Phosphor.mp3,4,1,0,Nightmargin,OneShot Soundtrack,Phosphor,,4,201.195,2016
OneShot - OST/05  The Prophecy.mp3,3,1,0,Nightmargin,OneShot Soundtrack,The Prophecy,,5,192.052,2016
OneShot - OST/06  Abandoned Factory.mp3,2,1,0,Nightmargin,OneShot Soundtrack,Abandoned Factory,,6,66.246,2016
OneShot - OST/07  Silverpoint.mp3,4,1,0,Nightmargin,OneShot Soundtrack,Silverpoint,,7,130.455,2016
OneShot - OST/08  A God's Machine.mp3,3,1,0,Nightmargin,OneShot Soundtrack,A God's Machine,,8,130.168,2016
OneShot - OST/09  Rowbot.mp3,3,1,0,Nightmargin,OneShot Soundtrack,Rowbot,,9,17.188,2016
OneShot - OST/10  Geothermal.mp3,4,1,0,Nightmargin,OneShot Soundtrack,Geothermal,,10,153.364,2016
OneShot - OST/11  Distant.mp3,3,1,0,Nightmargin,OneShot Soundtrack,Distant,,11,169.534,2016
OneShot - OST/12  Into The Light.mp3,3,1,0,Nightmargin,OneShot Soundtrack,Into The Light,,12,121.208,2016
OneShot - OST/13  Self Contained Universe (Reprise).mp3,4,1,0,Nightmargin,OneShot Soundtrack,Self Contained Universe (Reprise),,13,70.765,2016
OneShot - OST/14  Navigate.mp3,3,1,0,Nightmargin,OneShot Soundtrack,Navigate,,14,172.591,2016
OneShot - OST/15  To Sleep.mp3,2,1,0,Nightmargin,OneShot Soundtrack,To Sleep,,15,209.005,2016
OneShot - OST/16  To Dream.mp3,4,1,0,Nightmargin,OneShot Soundtrack,To Dream,,16,209.005,2016
OneShot - OST/17  Flooded Ruins.mp3,3,1,0,Nightmargin,OneShot Soundtrack,Flooded Ruins,,17,201.247,2016
OneShot - OST/18  Alula.mp3,5,1,0,Nightmargin,OneShot Soundtrack,Alula,,18,95.529,2016
OneShot - OST/19  Children of the Ruins.mp3,5,1,0,Nightmargin,OneShot Soundtrack,Children of the Ruins,,19,113.005,2016
OneShot - OST/20  Ram.mp3,2,1,0,Nightmargin,OneShot Soundtrack,Ram,,20,3.343,2016
OneShot - OST/21  Pretty Bad.mp3,3,1,0,Nightmargin,OneShot Soundtrack,Pretty Bad,,21,44.695,2016
OneShot - OST/22  On Little Cat Feet.mp3,5,1,0,Nightmargin,OneShot Soundtrack,On Little Cat Feet,,22,155.193,2016
OneShot - OST/23  Indoors.mp3,2,1,0,Nightmargin,OneShot Soundtrack,Indoors,,23,222.824,2016
OneShot - OST/24  Dark Stairwell.mp3,3,1,0,Nightmargin,OneShot Soundtrack,Dark Stairwell,,24,180.845,2016
OneShot - OST/25  Sonder.mp3,5,1,0,Nightmargin,OneShot Soundtrack,Sonder,,25,164.075,2016
"OneShot - OST/26  Pretty nice day, huh....mp3",3,1,0,Nightmargin,OneShot Soundtrack,"Pretty nice day, huh...",,26,138.109,2016
OneShot - OST/27  On Little Cat Feet (ground).mp3,4,1,0,Nightmargin,OneShot Soundtrack,On Little Cat Feet (ground),,27,193.985,2016
OneShot - OST/28  Library Stroll.mp3,4,1,0,Nightmargin,OneShot Soundtrack,Library Stroll,,28,86.595,2016
OneShot - OST/29  Simple Secrets.mp3,4,1,0,Nightmargin,OneShot Soundtrack,Simple Secrets,,29,90.697,2016
OneShot - OST/30  Factory.mp3,3,1,0,Nightmargin,OneShot Soundtrack,Factory,,30,97.306,2016
OneShot - OST/31  Library Nap.mp3,4,1,0,Nightmargin,OneShot Soundtrack,Library Nap,,31,133.224,2016
OneShot - OST/32  The Tower.mp3,6,1,0,Nightmargin,OneShot Soundtrack,The Tower,,32,45.113,2016
OneShot - OST/33  Distant water.mp3,3,1,0,Nightmargin,OneShot Soundtrack,Distant water,,33,308.218,2016
OneShot - OST/34  Niko and the World Machine.mp3,4,1,0,Nightmargin,OneShot Soundtrack,Niko and the World Machine,,34,381.257,2016
OneShot - OST/35  I'm Here.mp3,5,1,0,Nightmargin,OneShot Soundtrack,I'm Here,,35,173.949,2016
OneShot - OST/36  Pretty.mp3,3,1,0,Nightmargin,OneShot Soundtrack,Pretty,,36,89.364,2016
OneShot - OST/37  Sun.mp3,2,1,0,Nightmargin,OneShot Soundtrack,Sun,,37,11.049,2016
OneShot - OST/38  Self Contained Universe.mp3,4,1,0,Nightmargin,OneShot Soundtrack,Self Contained Universe,,38,140.303,2016
OneShot - OST/39  Thanks For Everything.mp3,3,1,0,Nightmargin,OneShot Soundtrack,Thanks For Everything,,39,144.587,2016
OneShot - OST/40  OneShot Trailer.mp3,5,1,0,Nightmargin,OneShot Soundtrack,OneShot Trailer,,40,89.704,2016
OneShot - OST/41  Countdown.mp3,3,1,0,Nightmargin,OneShot Soundtrack,Countdown,,41,143.595,2016
OneShot - OST/42  IT'S TIME TO FIGHT CRIME.mp3,4,1,0,Nightmargin,OneShot Soundtrack,IT'S TIME TO FIGHT CRIME,,42,90.044,2016
Ori and the Blind Forest - Additional OST/01  Main Theme - Definitive Edition.mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Main Theme - Definitive Edition,,1,119.771,2016
Ori and the Blind Forest - Additional OST/02  Naru's Origins I - Her Home.mp3,4,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Naru's Origins I - Her Home,,2,32.444,2016
Ori and the Blind Forest - Additional OST/03  Through the Darkness.mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Through the Darkness,,3,189.44,2016
Ori and the Blind Forest - Additional OST/04  Naru's Origins II - A Friendship Formed.mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Naru's Origins II - A Friendship Formed,,4,63.373,2016
Ori and the Blind Forest - Additional OST/05  Dash Through Their Home.mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Dash Through Their Home,,5,210.05,2016
Ori and the Blind Forest - Additional OST/06  Naru's Origins III - A Broken Bond.mp3,4,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Naru's Origins III - A Broken Bond,,6,88.058,2016
Ori and the Blind Forest - Additional OST/07  A Closer Understanding of the Past.mp3,6,0.5,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),A Closer Understanding of the Past,,7,238.262,2016
Ori and the Blind Forest - Additional OST/08  Trailer - Definitive Edition (feat. Aeralie Brighton).mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Trailer - Definitive Edition (feat. Aeralie Brighton),,8,101.799,2016
Ori and the Blind Forest - Additional OST/09  Trailer - E3 2014 Announcement (feat. Aeralie Brighton).mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Trailer - E3 2014 Announcement (feat. Aeralie Brighton),,9,110.184,2016
Ori and the Blind Forest - Additional OST/10  Trailer - Launch Trailer (feat. Aeralie Brighton).mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Trailer - Launch Trailer (feat. Aeralie Brighton),,10,92.734,2016
Ori and the Blind Forest - Additional OST/11  Swallows Nest.mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Swallows Nest,,11,103.079,2016
Ori and the Blind Forest - Additional OST/12  Climbing Further Up the Ginso Tree.mp3,6,0.7,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Climbing Further Up the Ginso Tree,,12,236.408,2016
Ori and the Blind Forest - Additional OST/13  Confronting the Ram.mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Confronting the Ram,,13,49.188,2016
Ori and the Blind Forest - Additional OST/14  The Mists Cleared.mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),The Mists Cleared,,14,145.031,2016
Ori and the Blind Forest - Additional OST/15  Hiding from Kuro.mp3,6,1,1,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Hiding from Kuro,,15,145.475,2016
Ori and the Blind Forest - Additional OST/16  Arrival at the Sunstone.mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Arrival at the Sunstone,,16,80.457,2016
Ori and the Blind Forest - Additional OST/17  Travelling through Horu Fields.mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Travelling through Horu Fields,,17,188.316,2016
Ori and the Blind Forest - Additional OST/18  Mount Horu Puzzle Rooms - Suite 1.mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Mount Horu Puzzle Rooms - Suite 1,,18,306.024,2016
Ori and the Blind Forest - Additional OST/19  Mount Horu Puzzle Rooms - Suite 2.mp3,6,0.5,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Mount Horu Puzzle Rooms - Suite 2,,19,248.633,2016
Ori and the Blind Forest - Additional OST/20  Returning to the Spirit Tree (feat. Aeralie Brighton).mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Returning to the Spirit Tree (feat. Aeralie Brighton),,20,125.335,2016
Ori and the Blind Forest - Additional OST/21  Launch Trailer (unused) - 60 seconds (feat. Aeralie Brighton).mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Launch Trailer (unused) - 60 seconds (feat. Aeralie Brighton),,21,63.947,2016
Ori and the Blind Forest - Additional OST/22  Title Screen (unused).mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Title Screen (unused),,22,51.591,2016
Ori and the Blind Forest - Additional OST/23  Opening Scenes (unused).mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Opening Scenes (unused),,23,103.392,2016
Ori and the Blind Forest - Additional OST/24  Forward Momentum (unused).mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Forward Momentum (unused),,24,90.383,2016
Ori and the Blind Forest - Additional OST/25  Facing the Dark (alternate).mp3,4,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Facing the Dark (alternate),,25,80.274,2016
Ori and the Blind Forest - Additional OST/26  Fleeing Kuro (alternate).mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Fleeing Kuro (alternate),,26,124.029,2016
Ori and the Blind Forest - Additional OST/27  Title Screen (prototype).mp3,6,1,2,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Title Screen (prototype),,27,72.933,2016
Ori and the Blind Forest - Additional OST/28  The Garden (prototype).mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),The Garden (prototype),,28,153.913,2016
Ori and the Blind Forest - Additional OST/29  Rolling Through the Forest (prototype).mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Additional Soundtrack),Rolling Through the Forest (prototype),,29,247.719,2016
"Ori and the Blind Forest - OST/01  Ori, Lost in the Storm (feat. Aeralie Brighton).mp3",7,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),"Ori, Lost in the Storm (feat. Aeralie Brighton)",,1,68.231,2015
"Ori and the Blind Forest - OST/02  Naru, Embracing the Light (feat. Rachel Mellis).mp3",6,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),"Naru, Embracing the Light (feat. Rachel Mellis)",,2,84.114,2015
Ori and the Blind Forest - OST/03  Calling Out.mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),Calling Out,,3,88.006,2015
Ori and the Blind Forest - OST/04  The Blinded Forest.mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),The Blinded Forest,,4,208.222,2015
Ori and the Blind Forest - OST/05  Inspiriting.mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),Inspiriting,,5,82.938,2015
Ori and the Blind Forest - OST/06  First Steps Into Sunken Glades.mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),First Steps Into Sunken Glades,,6,274.05,2015
Ori and the Blind Forest - OST/07  Finding Sein.mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),Finding Sein,,7,105.038,2015
Ori and the Blind Forest - OST/08  Up the Spirit Caverns Walls (feat. Tom Boyd).mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),Up the Spirit Caverns Walls (feat. Tom Boyd),,8,336.039,2015
Ori and the Blind Forest - OST/09  The Spirit Tree (feat. Aeralie Brighton).mp3,5,0.8,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),The Spirit Tree (feat. Aeralie Brighton),,9,108.408,2015
Ori and the Blind Forest - OST/10  Kuro's Tale I - Her Rage.mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),Kuro's Tale I - Her Rage,,10,76.094,2015
Ori and the Blind Forest - OST/11  Thornfelt Swamp (feat. Tom Boyd).mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),Thornfelt Swamp (feat. Tom Boyd),,11,247.144,2015
Ori and the Blind Forest - OST/12  Down the Moon Grotto.mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),Down the Moon Grotto,,12,235.102,2015
Ori and the Blind Forest - OST/13  The Ancestral Trees.mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),The Ancestral Trees,,13,108.747,2015
Ori and the Blind Forest - OST/14  Gumo's Hideout.mp3,5,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),Gumo's Hideout,,14,185.417,2015
Ori and the Blind Forest - OST/15  Breaking Through the Trap.mp3,6,1,1,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),Breaking Through the Trap,,15,56.215,2015
Ori and the Blind Forest - OST/16  Climbing the Ginso Tree.mp3,6,1,1,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),Climbing the Ginso Tree,,16,339.722,2015
"Ori and the Blind Forest - OST/17  Restoring the Light, Facing the Dark.mp3",5,0.0,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),"Restoring the Light, Facing the Dark",,17,148.375,2015
Ori and the Blind Forest - OST/18  The Waters Cleansed (feat. Tom Boyd).mp3,6,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),The Waters Cleansed (feat. Tom Boyd),,18,122.148,2015
Ori and the Blind Forest - OST/19  Lost in the Misty Woods.mp3,4,1,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),Lost in the Misty Woods,,19,285.596,2015
Ori and the Blind Forest - OST/20  Home of the Gumon.mp3,5,0.4,0,Gareth Coker,Ori and the Blind Forest (Original Soundtrack),Home of the Gumon,,20,307.461,2015
