file,rating,base_bias,play_count,artist,album,title,disc,track,duration,year
femtanyl - WORLDWID3 feat. zombAe.mp3,,1,0,"femtanyl, zombAe",WORLDWID3,WORLDWID3 feat. zombAe,,1,147.768,2024
"1f1n1ty/By Day, By Night.mp3",9,1,1,1f1n1ty,,"By Day, By Night",,,462.236,2018
1f1n1ty/Aeolia.mp3,9,1,1,1f1n1ty,1f1n1ty,Aeolia,,1,337.319,2017
1f1n1ty/A Cow That Is Actually A Chicken.mp3,6,1,0,1f1n1ty,A Cow That Is Actually A Chicken,A Cow That Is Actually A Chicken,,1,261.38,2020
1f1n1ty/A Dude Named Grant.mp3,6,1,0,1f1n1ty,A Dude Named Grant,A Dude Named Grant,,1,188.316,2017
1f1n1ty/Abandoned.mp3,7,1,0,1f1n1ty,Abandoned,Abandoned,,1,136.594,2016
1f1n1ty/Hymn in Ab Major.mp3,6,1,1,1f1n1ty,Audio Secret Santa 2019,Hymn in Ab Major,,1,212.532,2019
1f1n1ty/Calm Craggy Area (1f1n1ty Remix).mp3,8,1,0,1f1n1ty,Calm Craggy Area (1f1n1ty Remix),Calm Craggy Area (1f1n1ty Remix),,1,344.215,2017
1f1n1ty/Calycycle.mp3,6,1,1,1f1n1ty,Calycycle,Calycycle,,1,140.538,2018
1f1n1ty/Calygon.mp3,6,1,0,1f1n1ty,Calygon,Calygon,,1,186.07,2015
1f1n1ty/01 Capsule.mp3,6,1,0,1f1n1ty,Capsule Guy OST,Capsule,,1,115.226,2019
1f1n1ty/02 Campaign.mp3,6,1,0,1f1n1ty,Capsule Guy OST,Campaign,,2,289.227,2019
1f1n1ty/03 Caesura.mp3,6,1,0,1f1n1ty,Capsule Guy OST,Caesura,,3,61.544,2019
1f1n1ty/04 Catalysm.mp3,7,1,0,1f1n1ty,Capsule Guy OST,Catalysm,,4,177.24,2019
1f1n1ty/Cartesian Coordinates FIX.mp3,2,1,0,1f1n1ty,Cartesian Coordinates,Cartesian Coordinates,,1,306.52,2014
1f1n1ty/Ivory Dance.mp3,7,1,0,"1f1n1ty, Myolophone",Chipscompo VIII,Ivory Dance,,1,175.151,2017
1f1n1ty/01 Intro (Conjugate OST).mp3,6,1,0,1f1n1ty,Conjugate OST,Intro,,1,183.327,2018
1f1n1ty/02 Loop (Conjugate OST).mp3,6,1,0,1f1n1ty,Conjugate OST,Loop,,2,172.277,2018
1f1n1ty/Dark Matter Suite (ft. LOrbSheddy).mp3,8,1,0,"1f1n1ty, LOrb Sheddy",Dark Matter Suite,Dark Matter Suite,,1,381.022,2016
1f1n1ty/Despair (Preview).mp3,6,1,0,1f1n1ty,Despair,Despair,,1,69.041,2015
1f1n1ty/Dialga's Fight to the Finish! (1f1n1ty Mini-Remix).mp3,7,1,0,1f1n1ty,Dialga's Fight to the Finish!,Dialga's Fight to the Finish!,,1,109.348,2020
1f1n1ty/Discord Server On Saturn.mp3,6,1,1,1f1n1ty,Discord Server On Saturn,Discord Server On Saturn,,1,219.715,2017
1f1n1ty/Fireflies.mp3,3,1,0,1f1n1ty,Fireflies,Fireflies,,1,128.548,2015
1f1n1ty/Floating.mp3,3,1,0,1f1n1ty,Floating,Floating,,1,467.121,2015
1f1n1ty/Approach (Forward OST).mp3,6,1,0,1f1n1ty,Forward OST,Approach,,1,152.032,2016
1f1n1ty/Break (Forward OST).mp3,4,1,0,1f1n1ty,Forward OST,Break,,1,48.039,2016
1f1n1ty/Cabbage (Forward OST).mp3,5,1,0,1f1n1ty,Forward OST,Cabbage,,1,140.042,2016
1f1n1ty/Start (Forward OST).mp3,4,1.0,0,1f1n1ty,Forward OST,Start,,1,127.555,2016
1f1n1ty/Gem Setter OST - 00 Theme.mp3,7,1,1,1f1n1ty,Gem Setter OST,Theme,,1,57.051,2020
1f1n1ty/Gem Setter OST - 01 Square.mp3,6,1,0,1f1n1ty,Gem Setter OST,Square,,2,389.485,2020
1f1n1ty/Gem Setter OST - 03 Nonagon (w_ BilliumMoto).mp3,6,1,0,"1f1n1ty, BilliumMoto",Gem Setter OST,Nonagon,,4,363.598,2020
1f1n1ty/Gem Setter OST - 04 Pentagon (w_ iElectrocat).mp3,6,1,0,"1f1n1ty, iElectrocat",Gem Setter OST,Pentagon,,5,322.742,2020
1f1n1ty/Gem Setter OST - 05 Triangle.mp3,6,1,1,1f1n1ty,Gem Setter OST,Triangle,,6,282.566,2020
1f1n1ty/Gem Setter OST - 07 Diamond.mp3,6,1,0,1f1n1ty,Gem Setter OST,Diamond,,8,345.652,2020
1f1n1ty/Gem Setter Trailer Song.mp3,5,1,0,1f1n1ty,Gem Setter OST,Trailer Song,,9,34.742,2020
1f1n1ty/Green Wave.mp3,2,1,0,1f1n1ty,GreenWave,GreenWave,,1,125.048,2015
1f1n1ty/Hadel Zone.mp3,2,1,0,1f1n1ty,Hadel Zone,Hadel Zone,,1,189.857,2014
1f1n1ty/Hellfiler OST - Hellevator.mp3,6,1,2,1f1n1ty,Hellfiler OST,Hellevator,,1,113.397,2020
1f1n1ty/Hope 3 (Piano Arrangement).mp3,4,1,0,1f1n1ty,Hope 3,Hope 3 (Piano Arrangement),,1,390.504,2016
1f1n1ty/I'm Not Dead.mp3,2,1,0,1f1n1ty,I'm Not Dead,I'm Not Dead,,1,62.824,2014
1f1n1ty/Infinite Dungeon 1 & 2 (1f1n1ty Remix).mp3,6,1,0,1f1n1ty,Infinite Dungeon 1 & 2 (Infinity Remix),Infinite Dungeon 1 & 2 (Infinity Remix),,1,291.683,2016
1f1n1ty/Kanons.mp3,7,1,0,1f1n1ty,Kanons,Kanons,,1,372.662,2018
1f1n1ty/Lifestorm (Short).mp3,2,1,0,1f1n1ty,Lifestorm,Lifestorm,,1,56.946,2015
1f1n1ty/Lockyn - Vapor (1f1n1ty Remix).mp3,7,1,0,1f1n1ty,Lockyn - Vapor (1f1n1ty Remix),Lockyn - Vapor (1f1n1ty Remix),,1,295.836,2017
1f1n1ty/Mystical Forest (1f1n1ty Mini Remix).mp3,5,1,0,1f1n1ty,Mystical Forest (1f1n1ty Mini Remix),Mystical Forest (1f1n1ty Mini Remix),,1,105.665,2016
1f1n1ty/Seres.mp3,6,1,0,1f1n1ty,NGADM 2017,Seres,,1,349.466,2017
1f1n1ty/Peaks.mp3,7,1,0,1f1n1ty,NGCHIPS I,Peaks,,1,238.158,2017
1f1n1ty/Ode to Lille.mp3,5,1,0,1f1n1ty,NGChips Secret Santa,Ode to Lille,,1,215.823,2017
1f1n1ty/Veva.mp3,7,1,1,1f1n1ty,NGUAC,Veva,,1,223.137,2016
1f1n1ty/Asau.mp3,7,1,0,1f1n1ty,NGUAC,Asau,,2,285.622,2016
1f1n1ty/Massa Atmospherra.mp3,7,1,1,1f1n1ty,On Go EP,Massa Atmospherra,,1,344.92,2018
1f1n1ty/Pendulum (w_ Atrius).mp3,6,1,0,"1f1n1ty, Atrius",On Go EP,Pendulum,,1,170.971,2018
1f1n1ty/On Go.mp3,7,1,0,1f1n1ty,On Go EP,On Go,,2,313.286,2018
1f1n1ty/Forgotten Soli Etude.mp3,10,1.5,1,1f1n1ty,On Go EP,Forgotten Soli Etude,,3,235.598,2018
1f1n1ty/Celestastyle.mp3,6,1,0,1f1n1ty,On Go EP,Celestastyle,,4,55.457,2018
1f1n1ty/D-e-f-a-c-e-d.mp3,6,1,0,1f1n1ty,On Go EP,D-e-f-a-c-e-d,,5,154.566,2018
1f1n1ty/Over The Mountains (1f1n1ty Remix).mp3,6,1,0,1f1n1ty,Over The Mountains (1f1n1ty Remix),Over The Mountains (1f1n1ty Remix),,1,240.039,2018
1f1n1ty/Parallel (ft. MrMerh).mp3,4,1,0,"Mr. Merh, 1f1n1ty",Parallel,Parallel,,1,240.065,2014
1f1n1ty/Partner Theme (1f1n1ty Remix).mp3,7,1,1,1f1n1ty,Partner Theme (1f1n1ty Remix),Partner Theme (1f1n1ty Remix),,1,282.122,2015
1f1n1ty/Past Midnight (Unpolished).mp3,7,1,0,1f1n1ty,Past Midnight,Past Midnight,,1,248.424,2017
1f1n1ty/Plo's Theme.mp3,6,1,0,1f1n1ty,Plo's Theme,Plo's Theme,,1,110.053,2020
1f1n1ty/R.mp3,8,1,0,1f1n1ty,R,R,,1,185.573,2019
1f1n1ty/Rainbows Of Hope (Preview).mp3,2,1,0,1f1n1ty,Rainbows Of Hope,Rainbows Of Hope,,1,41.195,2015
1f1n1ty/Red Velvet (1f1n1ty RMX).mp3,4,1,0,1f1n1ty,Red Velvet (1f1n1ty Remix),Red Velvet (1f1n1ty Remix),,1,252.839,2014
1f1n1ty/Refresh Demo Song.mp3,4,1,0,1f1n1ty,Refresh Demo Song,Refresh Demo Song,,1,39.366,2020
1f1n1ty/Release (1f1n1ty RMX).mp3,2,1,0,1f1n1ty,Release (1f1n1ty Remix),Release (1f1n1ty Remix),,1,370.964,2014
1f1n1ty/Remembrance.mp3,7,1,1,1f1n1ty,Remembrance,Remembrance,,1,234.631,2016
1f1n1ty/Risen Cubes.mp3,2,1,0,1f1n1ty,Risen Cubes,Risen Cubes,,1,315.062,2015
1f1n1ty/Scorching Desert (1f1n1ty Remix).mp3,4,1,0,1f1n1ty,Scorching Desert (1f1n1ty Remix),Scorching Desert (1f1n1ty Remix),,1,276.453,2015
1f1n1ty/Candy (Idea).mp3,4,1,0,1f1n1ty,Scrap Showcase 1,Candy,,1,64.156,2015
1f1n1ty/Eccentric (Idea).mp3,5,1,0,1f1n1ty,Scrap Showcase 1,Eccentric,,1,51.748,2015
1f1n1ty/Second Try.mp3,1,1,0,1f1n1ty,Second Try,Second Try,,1,301.766,2014
1f1n1ty/Serponge (Request).mp3,6,1,0,1f1n1ty,Serponge,Serponge,,1,169.769,2016
1f1n1ty/Short Loop.mp3,1,1,0,1f1n1ty,Short Loop,Short Loop,,1,90.044,2014
1f1n1ty/Obelisk.mp3,8,1,1,1f1n1ty,Sky Wander EP,Obelisk,,1,313.051,2020
1f1n1ty/Woodfire.mp3,8,1,0,1f1n1ty,Sky Wander EP,Woodfire,,1,245.524,2020
1f1n1ty/Plümmet.mp3,9,1,0,"1f1n1ty, Stardew",Sky Wander EP,Plümmet,,4,286.432,2020
1f1n1ty/Pivot.mp3,8,1.0,0,1f1n1ty,Sky Wander EP,Pivot,,7,323.395,2020
1f1n1ty/Clocktown.mp3,8,1,0,1f1n1ty,Sky Wander EP,Clocktown,,8,192.705,2020
1f1n1ty/Song In A Minute.mp3,5,1,0,1f1n1ty,Song In A Minute,Song In A Minute,,1,60.055,2018
1f1n1ty/Space Melodies.mp3,6,0.8,0,1f1n1ty,Space Melodies,Space Melodies,,1,330.501,2017
1f1n1ty/Stompstump Peak (1f1n1ty Remix).mp3,3,1,0,1f1n1ty,Stompstump Peak (1f1n1ty Remix),Stompstump Peak (1f1n1ty Remix),,1,303.751,2015
1f1n1ty/Sympathy and Sincerity (Vibraphone Cover).mp3,6,0.5,0,1f1n1ty,Sympathy and Sincerity (Vibraphone Cover),Sympathy and Sincerity (Vibraphone Cover),,1,140.956,2015
1f1n1ty/Dedication Page.mp3,6,1,0,1f1n1ty,Thank You Card,Dedication Page,,1,226.455,2018
1f1n1ty/Thank You Card.mp3,6,1,0,1f1n1ty,Thank You Card,Thank You Card,,2,103.183,2018
1f1n1ty/The Carpenter of Post Town (1f1n1ty Remix).mp3,6,1,0,1f1n1ty,The Carpenter of Post Town (1f1n1ty Remix),The Carpenter of Post Town (1f1n1ty Remix),,1,120.868,2015
1f1n1ty/The Unnamed Track.mp3,2,1,0,1f1n1ty,The Unnamed Track,The Unnamed Track,,1,315.48,2014
1f1n1ty/Voice In The Dreams (1f1n1ty Remix).mp3,5,1,0,1f1n1ty,Voice In The Dreams (1f1n1ty Remix),Voice In The Dreams (1f1n1ty Remix),,1,125.753,2016
1f1n1ty/Wakeboarding Butterflies.mp3,6,1,0,1f1n1ty,Wakeboarding Butterflies,Wakeboarding Butterflies,,1,255.033,2018
1f1n1ty/Windy Cavern.mp3,3,1,0,1f1n1ty,Windy Cavern,Windy Cavern,,1,138.736,2014
1f1n1ty/Within The Sadness (1f1n1ty Remix).mp3,7,1,0,1f1n1ty,Within The Sadness (1f1n1ty),Within The Sadness (1f1n1ty Remix),,1,331.65,2016
1f1n1ty/Xylophone Massage.mp3,6,1,0,1f1n1ty,Xylophone Massage,Xylophone Massage,,1,325.746,2017
1f1n1ty - dflop OST/01  dswitch.mp3,6,1,1,1f1n1ty,dflop OST,dswitch,,1,108.042,2021
1f1n1ty - dflop OST/02  dsecrets.mp3,6,1,0,1f1n1ty,dflop OST,dsecrets,,2,102.034,2021
1f1n1ty - dflop OST/03  dfate.mp3,6,1,0,1f1n1ty,dflop OST,dfate,,3,32.444,2021
1f1n1ty - Grime Spree OST/01  GS.mp3,6,1,0,1f1n1ty,Grime Spree OST,GS,,1,80.509,2021
1f1n1ty - Grime Spree OST/02  JT.mp3,6,1,0,1f1n1ty,Grime Spree OST,JT,,2,69.799,2021
1f1n1ty - Grime Spree OST/03  SC.mp3,7,1,0,1f1n1ty,Grime Spree OST,SC,,3,273.632,2021
1f1n1ty - Grime Spree OST/04  SW.mp3,10,1,1,1f1n1ty,Grime Spree OST,SW,,4,352.026,2021
1f1n1ty - Grime Spree OST/05  TR.mp3,8,1,0,1f1n1ty,Grime Spree OST,TR,,5,67.709,2021
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 01 Main Theme (Remix) VGR.mp3,5,1,0,VGR,A Hat in Time B-Side,Main Theme (Remix) VGR,,1,179.91,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 02 Through Time and Space (Main Theme Remix) Gario.mp3,6,1,1,Gario,A Hat in Time B-Side,Through Time and Space (Main Theme Remix) Gario,,2,252.833,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 03 Scootin' Through My Subconscious Mind (Scootin' Through Subcon Forest Remix) Chimpazilla.mp3,7,1,1,Chimpazilla,A Hat in Time B-Side,Scootin' Through My Subconscious Mind (Scootin' Through Subcon Forest Remix) Chimpazilla,,3,243.986,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 04 I Am Bird (You Are Now Legally a Bird Remix) Theory Of N.mp3,6,1,0,Theory Of N,A Hat in Time B-Side,I Am Bird (You Are Now Legally a Bird Remix) Theory Of N,,4,237.461,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 05 Picture Perfect B-Side (Remix) Pascal Michael Stiefel.mp3,6,1,1,Pascal Michael Stiefel,A Hat in Time B-Side,Picture Perfect B-Side (Remix) Pascal Michael Stiefel,,5,334.5,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 06 Scootin' Thru Mafia Town (Remix) LongBoxofChocolate.mp3,5,1,0,LongBoxofChocolate,A Hat in Time B-Side,Scootin' Thru Mafia Town (Remix) LongBoxofChocolate,,6,259.149,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 07 The Lava Cake Peak (Remix) Julia Henderson.mp3,6,1,0,Julia Henderson,A Hat in Time B-Side,The Lava Cake Peak (Remix) Julia Henderson,,7,164.824,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 08 Freight Car Frenzy (Train Rush Remix) Jasper.mp3,6,1,2,Jasper,A Hat in Time B-Side,Freight Car Frenzy (Train Rush Remix) Jasper,,8,275.071,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 09 Sand 'n Sails Heatgusts (Remix) Carlos Eiene.mp3,6,1,1,Carlos Eiene,A Hat in Time B-Side,Sand 'n Sails Heatgusts (Remix) Carlos Eiene,,9,82.061,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 10 You Are All Bad Guys (Remix) Laura Platt.mp3,5,1,0,Laura Platt,A Hat in Time B-Side,You Are All Bad Guys (Remix) Laura Platt,,10,181.92,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 11 Subcon Village B-Side (Remix) Echorobot.mp3,5,1,0,Echorobot,A Hat in Time B-Side,Subcon Village B-Side (Remix) Echorobot,,11,142.9,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 12 Mafia Town 8 Bit (Remix) Pascal Michael Stiefel.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Mafia Town 8 Bit (Remix) Pascal Michael Stiefel,,12,301.614,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 13 Sand 'n Sails Village.mp3,6,1.0,0,Pascal Michael Stiefel,A Hat in Time B-Side,Sand 'n Sails Village,,13,222.114,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 14 Sand 'n Sails Heatgusts.mp3,6,0.6,0,Pascal Michael Stiefel,A Hat in Time B-Side,Sand 'n Sails Heatgusts,,14,130.555,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 15 Sand 'n Sails Cave Rave.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Sand 'n Sails Cave Rave,,15,142.796,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 16 Alpine Skyline's Lazy Paw Gang.mp3,6,1.0,0,Pascal Michael Stiefel,A Hat in Time B-Side,Alpine Skyline's Lazy Paw Gang,,16,259.515,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 17 Alpha Trailer Theme.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Alpha Trailer Theme,,17,88.662,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 18 Alpha Trailer Theme Ragtime Remix.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Alpha Trailer Theme Ragtime Remix,,18,131.207,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 19 Beta File Select.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Beta File Select,,19,255.887,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 20 Beta Credits Theme.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Beta Credits Theme,,20,86.446,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 21 Alpha Bookstore Theme by MP2.mp3,5,1,0,MP2,A Hat in Time B-Side,Alpha Bookstore Theme by MP2,,21,191.89,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 22 Fox Mask Theme.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Fox Mask Theme,,22,103.541,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 23 Fox Mask Theme  (Oompah Oompah Remix).mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Fox Mask Theme  (Oompah Oompah Remix),,23,126.379,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 24 Wowl Band Practice Tune.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Wowl Band Practice Tune,,24,98.87,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 25 Early Mafia Town Sketch (Making Of Insight).mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Early Mafia Town Sketch (Making Of Insight),,25,88.873,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 26 New Dog Adventure.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,New Dog Adventure,,26,245.447,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 27 Welcome To Mafia Town Full Length.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Welcome To Mafia Town Full Length,,27,301.614,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 28 Welcome To Mafia Town Beach Full Length.mp3,5,0.5,0,Pascal Michael Stiefel,A Hat in Time B-Side,Welcome To Mafia Town Beach Full Length,,28,301.614,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 29 Welcome To Mafia Town Underwater Variation.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Welcome To Mafia Town Underwater Variation,,29,301.614,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 30 Mafia Town Is Asleep Underwater Variation.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Mafia Town Is Asleep Underwater Variation,,30,298.926,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 31 Umbrella Mafia Chase.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Umbrella Mafia Chase,,31,20.1,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 32 Cheating The Race.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Cheating The Race,,32,31.532,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 33 She Came From Outer Space Phase 1.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,She Came From Outer Space Phase 1,,33,133.765,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 34 She Came From Outer Space Phase 2.mp3,3,0.2,0,Pascal Michael Stiefel,A Hat in Time B-Side,She Came From Outer Space Phase 2,,34,133.765,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 35 She Came From Outer Space Phase 3.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,She Came From Outer Space Phase 3,,35,133.765,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 36 She Came From Outer Space Phase 4.mp3,3,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,She Came From Outer Space Phase 4,,36,133.765,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 37 She Came From Outer Space Phase 5.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,She Came From Outer Space Phase 5,,37,133.765,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 38 The Big Parade Low Key Variation.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,The Big Parade Low Key Variation,,38,133.817,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 39 Subcon Forest Off Path Variation.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Subcon Forest Off Path Variation,,39,335.831,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 40 Subcon Forest On Path Variation.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Subcon Forest On Path Variation,,40,335.831,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 41 Subcon Forest Swamp Variation.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Subcon Forest Swamp Variation,,41,326.253,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 42 Close To Toilet Of Doom.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Close To Toilet Of Doom,,42,71.987,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 43 Alpine Skyline Hub Mountain Full Length.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Alpine Skyline Hub Mountain Full Length,,43,326.462,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 44 Alpine Skyline Bird House Variation.mp3,5,0.0,0,Pascal Michael Stiefel,A Hat in Time B-Side,Alpine Skyline Bird House Variation,,44,326.462,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 45 Alpine Skyline Lava Cake Path Variation.mp3,5,0.1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Alpine Skyline Lava Cake Path Variation,,45,326.462,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 46 Alpine Skyline Twilight Bell Path Variation.mp3,3,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Alpine Skyline Twilight Bell Path Variation,,46,326.462,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 47 Alpine Skyline Windmill Path Variation.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Alpine Skyline Windmill Path Variation,,47,326.462,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 48 The Birdhouse Peak Full Length.mp3,5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,The Birdhouse Peak Full Length,,48,373.311,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 49 The Birdhouse Peak Bomb Enemy Variation.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,The Birdhouse Peak Bomb Enemy Variation,,49,185.913,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 50 The Birdhouse Peak Indoor Variation.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,The Birdhouse Peak Indoor Variation,,50,185.913,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 51 The Birdhouse Peak The Fat Bird Variation.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,The Birdhouse Peak The Fat Bird Variation,,51,185.913,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 52 The Lava Cake Lowkey Variation.mp3,6,0.5,0,Pascal Michael Stiefel,A Hat in Time B-Side,The Lava Cake Lowkey Variation,,52,158.038,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 53 The Twilight Bell Peak Lowkey Variation.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,The Twilight Bell Peak Lowkey Variation,,53,34.063,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 54 The Twilight Bell Peak Part 1.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,The Twilight Bell Peak Part 1,,54,334.892,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 55 The Twilight Bell Peak Part 2.mp3,4,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,The Twilight Bell Peak Part 2,,55,333.3,2018
"A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 56 Judge, Jury and Executioner Outside Variation.mp3",5,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,"Judge, Jury and Executioner Outside Variation",,56,356.685,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 57 Final Boss Defeated.mp3,3,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Final Boss Defeated,,57,151.592,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 58 A New Friend in Mafia Town Variation.mp3,3,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,A New Friend in Mafia Town Variation,,58,56.953,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 59 Time Rift Story Book.mp3,6,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Time Rift Story Book,,59,88.612,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 60 Cutscene Intro Sleeping Scene Music.mp3,3,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Cutscene Intro Sleeping Scene Music,,60,21.509,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 61 Cutscene Intro Monitor Scene.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Cutscene Intro Monitor Scene,,61,15.637,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 62 Cutscene Intro Ambience.mp3,1,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Cutscene Intro Ambience,,62,34.324,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 63 Cutscene Intro Window Scene.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Cutscene Intro Window Scene,,63,59.772,2018
A Hat in Time - B-Side Soundtrack/A Hat in Time B-Side - 64 Cutscene Mafia HQ Timepiece Truth.mp3,2,1,0,Pascal Michael Stiefel,A Hat in Time B-Side,Cutscene Mafia HQ Timepiece Truth,,64,32.08,2018
